postalCode,Commune,Sous_Commune,Commune_Principale,Province,Region
4852,Hombourg,Oui,PLOMBIÈRES,LIEGE,WALLONIE
4860,Cornesse,Oui,PEPINSTER,LIEGE,WALLONIE
4860,Pepinster,Non,PEPINSTER,LIEGE,WALLONIE
4860,Wegnez,Oui,PEPINSTER,LIEGE,WALLONIE
4861,Soiron,Oui,PEPINSTER,LIEGE,WALLONIE
4870,Forêt,Oui,TROOZ,LIEGE,WALLONIE
4870,Fraipont,Oui,TROOZ,LIEGE,WALLONIE
4870,Nessonvaux,Oui,TROOZ,LIEGE,WALLONIE
4877,Olne,Non,OLNE,LIEGE,WALLONIE
4880,Aubel,Non,AUBEL,LIEGE,WALLONIE
4890,Clermont,Oui,THIMISTER-CLERMONT,LIEGE,WALLONIE
4890,Thimister,Oui,THIMISTER-CLERMONT,LIEGE,WALLONIE
4900,Spa,Non,SPA,LIEGE,WALLONIE
4910,La Reid,Oui,THEUX,LIEGE,WALLONIE
4910,Polleur,Oui,THEUX,LIEGE,WALLONIE
4910,Theux,Non,THEUX,LIEGE,WALLONIE
4920,Aywaille,Non,AYWAILLE,LIEGE,WALLONIE
4920,Ernonheid,Oui,AYWAILLE,LIEGE,WALLONIE
4920,Harzé,Oui,AYWAILLE,LIEGE,WALLONIE
4920,Louveigné,Oui,AYWAILLE,LIEGE,WALLONIE
4920,Sougné-Remouchamps,Oui,AYWAILLE,LIEGE,WALLONIE
4950,Faymonville,Oui,WAIMES,LIEGE,WALLONIE
4950,Robertville,Oui,WAIMES,LIEGE,WALLONIE
4950,Sourbrodt,Oui,WAIMES,LIEGE,WALLONIE
4950,Waimes,Non,WAIMES,LIEGE,WALLONIE
4960,Bellevaux-Ligneuville,Oui,MALMEDY,LIEGE,WALLONIE
4960,Bevercé,Oui,MALMEDY,LIEGE,WALLONIE
4960,Malmedy,Non,MALMEDY,LIEGE,WALLONIE
4970,Francorchamps,Oui,STAVELOT,LIEGE,WALLONIE
4970,Stavelot,Non,STAVELOT,LIEGE,WALLONIE
4980,Fosse,Oui,TROIS-PONTS,LIEGE,WALLONIE
4980,Trois-Ponts,Non,TROIS-PONTS,LIEGE,WALLONIE
4980,Wanne,Oui,TROIS-PONTS,LIEGE,WALLONIE
4983,Basse-Bodeux,Oui,TROIS-PONTS,LIEGE,WALLONIE
4987,Chevron,Oui,STOUMONT,LIEGE,WALLONIE
4987,La Gleize,Oui,STOUMONT,LIEGE,WALLONIE
4987,Lorcé,Oui,STOUMONT,LIEGE,WALLONIE
4987,Rahier,Oui,STOUMONT,LIEGE,WALLONIE
4987,Stoumont,Non,STOUMONT,LIEGE,WALLONIE
4990,Arbrefontaine,Oui,LIERNEUX,LIEGE,WALLONIE
4990,Bra,Oui,LIERNEUX,LIEGE,WALLONIE
4990,Lierneux,Non,LIERNEUX,LIEGE,WALLONIE
5000,Beez,Oui,NAMUR,NAMUR,WALLONIE
5000,Namur,Non,NAMUR,NAMUR,WALLONIE
5001,Belgrade,Oui,NAMUR,NAMUR,WALLONIE
5002,Saint-Servais,Oui,NAMUR,NAMUR,WALLONIE
5003,Saint-Marc,Oui,NAMUR,NAMUR,WALLONIE
5004,Bouge,Oui,NAMUR,NAMUR,WALLONIE
5010,SA SudPresse,,SA SudPresse,,
5012,Parlement Wallon,,Parlement Wallon,,
5020,Champion,Oui,NAMUR,NAMUR,WALLONIE
5020,Daussoulx,Oui,NAMUR,NAMUR,WALLONIE
5020,Flawinne,Oui,NAMUR,NAMUR,WALLONIE
5020,Malonne,Oui,NAMUR,NAMUR,WALLONIE
5020,Suarlée,Oui,NAMUR,NAMUR,WALLONIE
5020,Temploux,Oui,NAMUR,NAMUR,WALLONIE
5020,Vedrin,Oui,NAMUR,NAMUR,WALLONIE
5021,Boninne,Oui,NAMUR,NAMUR,WALLONIE
5022,Cognelée,Oui,NAMUR,NAMUR,WALLONIE
5024,Gelbressée,Oui,NAMUR,NAMUR,WALLONIE
5024,Marche-Les-Dames,Oui,NAMUR,NAMUR,WALLONIE
5030,Beuzet,Oui,GEMBLOUX,NAMUR,WALLONIE
5030,Ernage,Oui,GEMBLOUX,NAMUR,WALLONIE
5030,Gembloux,Non,GEMBLOUX,NAMUR,WALLONIE
5030,Grand-Manil,Oui,GEMBLOUX,NAMUR,WALLONIE
5030,Lonzée,Oui,GEMBLOUX,NAMUR,WALLONIE
5030,Sauvenière,Oui,GEMBLOUX,NAMUR,WALLONIE
5031,Grand-Leez,Oui,GEMBLOUX,NAMUR,WALLONIE
5032,Bossière,Oui,GEMBLOUX,NAMUR,WALLONIE
5032,Bothey,Oui,GEMBLOUX,NAMUR,WALLONIE
5032,Corroy-Le-Château,Oui,GEMBLOUX,NAMUR,WALLONIE
5032,Isnes,Oui,GEMBLOUX,NAMUR,WALLONIE
5032,Mazy,Oui,GEMBLOUX,NAMUR,WALLONIE
5060,Arsimont,Oui,SAMBREVILLE,NAMUR,WALLONIE
5060,Auvelais,Oui,SAMBREVILLE,NAMUR,WALLONIE
5060,Falisolle,Oui,SAMBREVILLE,NAMUR,WALLONIE
5060,Keumiée,Oui,SAMBREVILLE,NAMUR,WALLONIE
5060,Moignelée,Oui,SAMBREVILLE,NAMUR,WALLONIE
5060,Tamines,Oui,SAMBREVILLE,NAMUR,WALLONIE
5060,Velaine-Sur-Sambre,Oui,SAMBREVILLE,NAMUR,WALLONIE
5070,Aisemont,Oui,FOSSES-LA-VILLE,NAMUR,WALLONIE
5070,Fosses-La-Ville,Non,FOSSES-LA-VILLE,NAMUR,WALLONIE
5070,Le Roux,Oui,FOSSES-LA-VILLE,NAMUR,WALLONIE
5070,Sart-Eustache,Oui,FOSSES-LA-VILLE,NAMUR,WALLONIE
5070,Sart-Saint-Laurent,Oui,FOSSES-LA-VILLE,NAMUR,WALLONIE
5070,Vitrival,Oui,FOSSES-LA-VILLE,NAMUR,WALLONIE
5080,Emines,Oui,LA BRUYÈRE,NAMUR,WALLONIE
5080,Rhisnes,Oui,LA BRUYÈRE,NAMUR,WALLONIE
5080,Villers-Lez-Heest,Oui,LA BRUYÈRE,NAMUR,WALLONIE
5080,Warisoulx,Oui,LA BRUYÈRE,NAMUR,WALLONIE
5081,Bovesse,Oui,LA BRUYÈRE,NAMUR,WALLONIE
5081,Meux,Oui,LA BRUYÈRE,NAMUR,WALLONIE
5081,Saint-Denis-Bovesse,Oui,LA BRUYÈRE,NAMUR,WALLONIE
5100,Dave,Oui,NAMUR,NAMUR,WALLONIE
5100,Jambes,Oui,NAMUR,NAMUR,WALLONIE
5100,Naninne,Oui,NAMUR,NAMUR,WALLONIE
5100,Wépion,Oui,NAMUR,NAMUR,WALLONIE
5100,Wierde,Oui,NAMUR,NAMUR,WALLONIE
5101,Erpent,Oui,NAMUR,NAMUR,WALLONIE
5101,Lives-Sur-Meuse,Oui,NAMUR,NAMUR,WALLONIE
5101,Loyers,Oui,NAMUR,NAMUR,WALLONIE
5140,Boignée,Oui,SOMBREFFE,NAMUR,WALLONIE
5140,Ligny,Oui,SOMBREFFE,NAMUR,WALLONIE
5140,Sombreffe,Non,SOMBREFFE,NAMUR,WALLONIE
5140,Tongrinne,Oui,SOMBREFFE,NAMUR,WALLONIE
5150,Floreffe,Non,FLOREFFE,NAMUR,WALLONIE
5150,Floriffoux,Oui,FLOREFFE,NAMUR,WALLONIE
5150,Franière,Oui,FLOREFFE,NAMUR,WALLONIE
5150,Soye,Oui,FLOREFFE,NAMUR,WALLONIE
5170,Arbre,Oui,PROFONDEVILLE,NAMUR,WALLONIE
5170,Bois-De-Villers,Oui,PROFONDEVILLE,NAMUR,WALLONIE
5170,Lesve,Oui,PROFONDEVILLE,NAMUR,WALLONIE
5170,Lustin,Oui,PROFONDEVILLE,NAMUR,WALLONIE
5170,Profondeville,Non,PROFONDEVILLE,NAMUR,WALLONIE
5170,Rivière,Oui,PROFONDEVILLE,NAMUR,WALLONIE
5190,Balâtre,Oui,JEMEPPE-SUR-SAMBRE,NAMUR,WALLONIE
5190,Ham-Sur-Sambre,Oui,JEMEPPE-SUR-SAMBRE,NAMUR,WALLONIE
5190,Jemeppe-Sur-Sambre,Non,JEMEPPE-SUR-SAMBRE,NAMUR,WALLONIE
5190,Mornimont,Oui,JEMEPPE-SUR-SAMBRE,NAMUR,WALLONIE
5190,Moustier-Sur-Sambre,Oui,JEMEPPE-SUR-SAMBRE,NAMUR,WALLONIE
5190,Onoz,Oui,JEMEPPE-SUR-SAMBRE,NAMUR,WALLONIE
5190,Saint-Martin,Oui,JEMEPPE-SUR-SAMBRE,NAMUR,WALLONIE
5190,Spy,Oui,JEMEPPE-SUR-SAMBRE,NAMUR,WALLONIE
5300,Andenne,Non,ANDENNE,NAMUR,WALLONIE
5300,Bonneville,Oui,ANDENNE,NAMUR,WALLONIE
5300,Coutisse,Oui,ANDENNE,NAMUR,WALLONIE
5300,Landenne,Oui,ANDENNE,NAMUR,WALLONIE
5300,Maizeret,Oui,ANDENNE,NAMUR,WALLONIE
5300,Namêche,Oui,ANDENNE,NAMUR,WALLONIE
5300,Sclayn,Oui,ANDENNE,NAMUR,WALLONIE
5300,Seilles,Oui,ANDENNE,NAMUR,WALLONIE
5300,Thon,Oui,ANDENNE,NAMUR,WALLONIE
5300,Vezin,Oui,ANDENNE,NAMUR,WALLONIE
5310,Aische-En-Refail,Oui,EGHEZÉE,NAMUR,WALLONIE
5310,Bolinne,Oui,EGHEZÉE,NAMUR,WALLONIE
5310,Boneffe,Oui,EGHEZÉE,NAMUR,WALLONIE
5310,Branchon,Oui,EGHEZÉE,NAMUR,WALLONIE
5310,Dhuy,Oui,EGHEZÉE,NAMUR,WALLONIE
5310,Eghezée,Non,EGHEZÉE,NAMUR,WALLONIE
5310,Hanret,Oui,EGHEZÉE,NAMUR,WALLONIE
5310,Leuze,Oui,EGHEZÉE,NAMUR,WALLONIE
5310,Liernu,Oui,EGHEZÉE,NAMUR,WALLONIE
5310,Longchamps,Oui,EGHEZÉE,NAMUR,WALLONIE
5310,Mehaigne,Oui,EGHEZÉE,NAMUR,WALLONIE
5310,Noville-Sur-Mehaigne,Oui,EGHEZÉE,NAMUR,WALLONIE
5310,Saint-Germain,Oui,EGHEZÉE,NAMUR,WALLONIE
5310,Taviers,Oui,EGHEZÉE,NAMUR,WALLONIE
5310,Upigny,Oui,EGHEZÉE,NAMUR,WALLONIE
5310,Waret-La-Chaussée,Oui,EGHEZÉE,NAMUR,WALLONIE
5330,Assesse,Non,ASSESSE,NAMUR,WALLONIE
5330,Maillen,Oui,ASSESSE,NAMUR,WALLONIE
5330,Sart-Bernard,Oui,ASSESSE,NAMUR,WALLONIE
5332,Crupet,Oui,ASSESSE,NAMUR,WALLONIE
5333,Sorinne-La-Longue,Oui,ASSESSE,NAMUR,WALLONIE
5334,Florée,Oui,ASSESSE,NAMUR,WALLONIE
5336,Courrière,Oui,ASSESSE,NAMUR,WALLONIE
5340,Faulx-Les-Tombes,Oui,GESVES,NAMUR,WALLONIE
5340,Gesves,Non,GESVES,NAMUR,WALLONIE
5340,Haltinne,Oui,GESVES,NAMUR,WALLONIE
5340,Mozet,Oui,GESVES,NAMUR,WALLONIE
5340,Sorée,Oui,GESVES,NAMUR,WALLONIE
5350,Evelette,Oui,OHEY,NAMUR,WALLONIE
5350,Ohey,Non,OHEY,NAMUR,WALLONIE
5351,Haillot,Oui,OHEY,NAMUR,WALLONIE
5352,Perwez-Haillot,Oui,OHEY,NAMUR,WALLONIE
5353,Goesnes,Oui,OHEY,NAMUR,WALLONIE
5354,Jallet,Oui,OHEY,NAMUR,WALLONIE
5360,Hamois,Non,HAMOIS,NAMUR,WALLONIE
5360,Natoye,Oui,HAMOIS,NAMUR,WALLONIE
5361,Mohiville,Oui,HAMOIS,NAMUR,WALLONIE
5361,Scy,Oui,HAMOIS,NAMUR,WALLONIE
5362,Achet,Oui,HAMOIS,NAMUR,WALLONIE
5363,Emptinne,Oui,HAMOIS,NAMUR,WALLONIE
5364,Schaltin,Oui,HAMOIS,NAMUR,WALLONIE
5370,Barvaux-Condroz,Oui,HAVELANGE,NAMUR,WALLONIE
5370,Flostoy,Oui,HAVELANGE,NAMUR,WALLONIE
5370,Havelange,Non,HAVELANGE,NAMUR,WALLONIE
5370,Jeneffe,Oui,HAVELANGE,NAMUR,WALLONIE
5370,Porcheresse,Oui,HAVELANGE,NAMUR,WALLONIE
5370,Verlée,Oui,HAVELANGE,NAMUR,WALLONIE
5372,Méan,Oui,HAVELANGE,NAMUR,WALLONIE
5374,Maffe,Oui,HAVELANGE,NAMUR,WALLONIE
5376,Miécret,Oui,HAVELANGE,NAMUR,WALLONIE
5377,Baillonville,Oui,SOMME-LEUZE,NAMUR,WALLONIE
5377,Bonsin,Oui,SOMME-LEUZE,NAMUR,WALLONIE
5377,Heure,Oui,SOMME-LEUZE,NAMUR,WALLONIE
5377,Hogne,Oui,SOMME-LEUZE,NAMUR,WALLONIE
5377,Nettinne,Oui,SOMME-LEUZE,NAMUR,WALLONIE
5377,Noiseux,Oui,SOMME-LEUZE,NAMUR,WALLONIE
5377,Sinsin,Oui,SOMME-LEUZE,NAMUR,WALLONIE
5377,Somme-Leuze,Non,SOMME-LEUZE,NAMUR,WALLONIE
5377,Waillet,Oui,SOMME-LEUZE,NAMUR,WALLONIE
5380,Bierwart,Oui,FERNELMONT,NAMUR,WALLONIE
5380,Cortil-Wodon,Oui,FERNELMONT,NAMUR,WALLONIE
5380,Forville,Oui,FERNELMONT,NAMUR,WALLONIE
5380,Franc-Waret,Oui,FERNELMONT,NAMUR,WALLONIE
5380,Hemptinne,Oui,FERNELMONT,NAMUR,WALLONIE
5380,Hingeon,Oui,FERNELMONT,NAMUR,WALLONIE
5380,Marchovelette,Oui,FERNELMONT,NAMUR,WALLONIE
5380,Noville-Les-Bois,Oui,FERNELMONT,NAMUR,WALLONIE
5380,Pontillas,Oui,FERNELMONT,NAMUR,WALLONIE
5380,Tillier,Oui,FERNELMONT,NAMUR,WALLONIE
5500,Anseremme,Oui,DINANT,NAMUR,WALLONIE
5500,Bouvignes-Sur-Meuse,Oui,DINANT,NAMUR,WALLONIE
5500,Dinant,Non,DINANT,NAMUR,WALLONIE
5500,Dréhance,Oui,DINANT,NAMUR,WALLONIE
5500,Falmagne,Oui,DINANT,NAMUR,WALLONIE
5500,Falmignoul,Oui,DINANT,NAMUR,WALLONIE
5500,Furfooz,Oui,DINANT,NAMUR,WALLONIE
5501,Lisogne,Oui,DINANT,NAMUR,WALLONIE
5502,Thynes,Oui,DINANT,NAMUR,WALLONIE
5503,Sorinnes,Oui,DINANT,NAMUR,WALLONIE
5504,Foy-Notre-Dame,Oui,DINANT,NAMUR,WALLONIE
5520,Anthée,Oui,ONHAYE,NAMUR,WALLONIE
5520,Onhaye,Non,ONHAYE,NAMUR,WALLONIE
5521,Serville,Oui,ONHAYE,NAMUR,WALLONIE
5522,Falaën,Oui,ONHAYE,NAMUR,WALLONIE
5523,Sommière,Oui,ONHAYE,NAMUR,WALLONIE
5523,Weillen,Oui,ONHAYE,NAMUR,WALLONIE
5524,Gérin,Oui,ONHAYE,NAMUR,WALLONIE
5530,Dorinne,Oui,YVOIR,NAMUR,WALLONIE
5530,Durnal,Oui,YVOIR,NAMUR,WALLONIE
5530,Evrehailles,Oui,YVOIR,NAMUR,WALLONIE
5530,Godinne,Oui,YVOIR,NAMUR,WALLONIE
5530,Houx,Oui,YVOIR,NAMUR,WALLONIE
5530,Mont,Oui,YVOIR,NAMUR,WALLONIE
5530,Purnode,Oui,YVOIR,NAMUR,WALLONIE
5530,Spontin,Oui,YVOIR,NAMUR,WALLONIE
5530,Yvoir,Non,YVOIR,NAMUR,WALLONIE
5537,Anhée,Non,ANHÉE,NAMUR,WALLONIE
5537,Annevoie-Rouillon,Oui,ANHÉE,NAMUR,WALLONIE
5537,Bioul,Oui,ANHÉE,NAMUR,WALLONIE
5537,Denée,Oui,ANHÉE,NAMUR,WALLONIE
5537,Haut-Le-Wastia,Oui,ANHÉE,NAMUR,WALLONIE
5537,Sosoye,Oui,ANHÉE,NAMUR,WALLONIE
5537,Warnant,Oui,ANHÉE,NAMUR,WALLONIE
5540,Hastière-Lavaux,Oui,HASTIÈRE,NAMUR,WALLONIE
5540,Hermeton-Sur-Meuse,Oui,HASTIÈRE,NAMUR,WALLONIE
5540,Waulsort,Oui,HASTIÈRE,NAMUR,WALLONIE
5541,Hastière-Par-Delà,Oui,HASTIÈRE,NAMUR,WALLONIE
5542,Blaimont,Oui,HASTIÈRE,NAMUR,WALLONIE
5543,Heer,Oui,HASTIÈRE,NAMUR,WALLONIE
5544,Agimont,Oui,HASTIÈRE,NAMUR,WALLONIE
5550,Alle,Oui,VRESSE-SUR-SEMOIS,NAMUR,WALLONIE
5550,Bagimont,Oui,VRESSE-SUR-SEMOIS,NAMUR,WALLONIE
5550,Bohan,Oui,VRESSE-SUR-SEMOIS,NAMUR,WALLONIE
5550,Chairière,Oui,VRESSE-SUR-SEMOIS,NAMUR,WALLONIE
5550,Laforêt,Oui,VRESSE-SUR-SEMOIS,NAMUR,WALLONIE
5550,Membre,Oui,VRESSE-SUR-SEMOIS,NAMUR,WALLONIE
5550,Mouzaive,Oui,VRESSE-SUR-SEMOIS,NAMUR,WALLONIE
5550,Nafraiture,Oui,VRESSE-SUR-SEMOIS,NAMUR,WALLONIE
5550,Orchimont,Oui,VRESSE-SUR-SEMOIS,NAMUR,WALLONIE
5550,Pussemange,Oui,VRESSE-SUR-SEMOIS,NAMUR,WALLONIE
5550,Sugny,Oui,VRESSE-SUR-SEMOIS,NAMUR,WALLONIE
5550,Vresse-Sur-Semois,Non,VRESSE-SUR-SEMOIS,NAMUR,WALLONIE
5555,Baillamont,Oui,BIÈVRE,NAMUR,WALLONIE
5555,Bellefontaine,Oui,BIÈVRE,NAMUR,WALLONIE
5555,Bièvre,Non,BIÈVRE,NAMUR,WALLONIE
5555,Cornimont,Oui,BIÈVRE,NAMUR,WALLONIE
5555,Graide,Oui,BIÈVRE,NAMUR,WALLONIE
5555,Gros-Fays,Oui,BIÈVRE,NAMUR,WALLONIE
5555,Monceau-En-Ardenne,Oui,BIÈVRE,NAMUR,WALLONIE
5555,Naomé,Oui,BIÈVRE,NAMUR,WALLONIE
5555,Oizy,Oui,BIÈVRE,NAMUR,WALLONIE
5555,Petit-Fays,Oui,BIÈVRE,NAMUR,WALLONIE
5560,Ciergnon,Oui,HOUYET,NAMUR,WALLONIE
5560,Finnevaux,Oui,HOUYET,NAMUR,WALLONIE
5560,Houyet,Non,HOUYET,NAMUR,WALLONIE
5560,Hulsonniaux,Oui,HOUYET,NAMUR,WALLONIE
5560,Mesnil-Eglise,Oui,HOUYET,NAMUR,WALLONIE
5560,Mesnil-Saint-Blaise,Oui,HOUYET,NAMUR,WALLONIE
5561,Celles,Oui,HOUYET,NAMUR,WALLONIE
5562,Custinne,Oui,HOUYET,NAMUR,WALLONIE
5563,Hour,Oui,HOUYET,NAMUR,WALLONIE
5564,Wanlin,Oui,HOUYET,NAMUR,WALLONIE
5570,Baronville,Oui,BEAURAING,NAMUR,WALLONIE
5570,Beauraing,Non,BEAURAING,NAMUR,WALLONIE
5570,Dion,Oui,BEAURAING,NAMUR,WALLONIE
5570,Felenne,Oui,BEAURAING,NAMUR,WALLONIE
5570,Feschaux,Oui,BEAURAING,NAMUR,WALLONIE
5570,Honnay,Oui,BEAURAING,NAMUR,WALLONIE
5570,Javingue,Oui,BEAURAING,NAMUR,WALLONIE
5570,Vonêche,Oui,BEAURAING,NAMUR,WALLONIE
5570,Wancennes,Oui,BEAURAING,NAMUR,WALLONIE
5570,Winenne,Oui,BEAURAING,NAMUR,WALLONIE
5571,Wiesme,Oui,BEAURAING,NAMUR,WALLONIE
5572,Focant,Oui,BEAURAING,NAMUR,WALLONIE
5573,Martouzin-Neuville,Oui,BEAURAING,NAMUR,WALLONIE
5574,Pondrôme,Oui,BEAURAING,NAMUR,WALLONIE
5575,Bourseigne-Neuve,Oui,GEDINNE,NAMUR,WALLONIE
5575,Bourseigne-Vieille,Oui,GEDINNE,NAMUR,WALLONIE
5575,Gedinne,Non,GEDINNE,NAMUR,WALLONIE
5575,Houdremont,Oui,GEDINNE,NAMUR,WALLONIE
5575,Louette-Saint-Denis,Oui,GEDINNE,NAMUR,WALLONIE
5575,Louette-Saint-Pierre,Oui,GEDINNE,NAMUR,WALLONIE
5575,Malvoisin,Oui,GEDINNE,NAMUR,WALLONIE
5575,Patignies,Oui,GEDINNE,NAMUR,WALLONIE
5575,Rienne,Oui,GEDINNE,NAMUR,WALLONIE
5575,Sart-Custinne,Oui,GEDINNE,NAMUR,WALLONIE
5575,Vencimont,Oui,GEDINNE,NAMUR,WALLONIE
5575,Willerzie,Oui,GEDINNE,NAMUR,WALLONIE
5576,Froidfontaine,Oui,BEAURAING,NAMUR,WALLONIE
5580,Ave-Et-Auffe,Oui,ROCHEFORT,NAMUR,WALLONIE
5580,Buissonville,Oui,ROCHEFORT,NAMUR,WALLONIE
5580,Eprave,Oui,ROCHEFORT,NAMUR,WALLONIE
5580,Han-Sur-Lesse,Oui,ROCHEFORT,NAMUR,WALLONIE
5580,Jemelle,Oui,ROCHEFORT,NAMUR,WALLONIE
5580,Lavaux-Sainte-Anne,Oui,ROCHEFORT,NAMUR,WALLONIE
5580,Lessive,Oui,ROCHEFORT,NAMUR,WALLONIE
5580,Mont-Gauthier,Oui,ROCHEFORT,NAMUR,WALLONIE
5580,Rochefort,Non,ROCHEFORT,NAMUR,WALLONIE
5580,Villers-Sur-Lesse,Oui,ROCHEFORT,NAMUR,WALLONIE
5580,Wavreille,Oui,ROCHEFORT,NAMUR,WALLONIE
5589,Jemelle,,Jemelle,,
5590,Achêne,Oui,CINEY,NAMUR,WALLONIE
5590,Braibant,Oui,CINEY,NAMUR,WALLONIE
5590,Chevetogne,Oui,CINEY,NAMUR,WALLONIE
5590,Ciney,Non,CINEY,NAMUR,WALLONIE
5590,Conneux,Oui,CINEY,NAMUR,WALLONIE
5590,Haversin,Oui,CINEY,NAMUR,WALLONIE
5590,Leignon,Oui,CINEY,NAMUR,WALLONIE
5590,Pessoux,Oui,CINEY,NAMUR,WALLONIE
5590,Serinchamps,Oui,CINEY,NAMUR,WALLONIE
5590,Sovet,Oui,CINEY,NAMUR,WALLONIE
5600,Fagnolle,Oui,PHILIPPEVILLE,NAMUR,WALLONIE
5600,Franchimont,Oui,PHILIPPEVILLE,NAMUR,WALLONIE
5600,Jamagne,Oui,PHILIPPEVILLE,NAMUR,WALLONIE
5600,Jamiolle,Oui,PHILIPPEVILLE,NAMUR,WALLONIE
5600,Merlemont,Oui,PHILIPPEVILLE,NAMUR,WALLONIE
5600,Neuville,Oui,PHILIPPEVILLE,NAMUR,WALLONIE
5600,Omezée,Oui,PHILIPPEVILLE,NAMUR,WALLONIE
5600,Philippeville,Non,PHILIPPEVILLE,NAMUR,WALLONIE
5600,Roly,Oui,PHILIPPEVILLE,NAMUR,WALLONIE
5600,Romedenne,Oui,PHILIPPEVILLE,NAMUR,WALLONIE
5600,Samart,Oui,PHILIPPEVILLE,NAMUR,WALLONIE
5600,Sart-En-Fagne,Oui,PHILIPPEVILLE,NAMUR,WALLONIE
5600,Sautour,Oui,PHILIPPEVILLE,NAMUR,WALLONIE
5600,Surice,Oui,PHILIPPEVILLE,NAMUR,WALLONIE
5600,Villers-En-Fagne,Oui,PHILIPPEVILLE,NAMUR,WALLONIE
5600,Villers-Le-Gambon,Oui,PHILIPPEVILLE,NAMUR,WALLONIE
5600,Vodecée,Oui,PHILIPPEVILLE,NAMUR,WALLONIE
5620,Corenne,Oui,FLORENNES,NAMUR,WALLONIE
5620,Flavion,Oui,FLORENNES,NAMUR,WALLONIE
5620,Florennes,Non,FLORENNES,NAMUR,WALLONIE
5620,Hemptinne-Lez-Florennes,Oui,FLORENNES,NAMUR,WALLONIE
5620,Morville,Oui,FLORENNES,NAMUR,WALLONIE
5620,Rosée,Oui,FLORENNES,NAMUR,WALLONIE
5620,Saint-Aubin,Oui,FLORENNES,NAMUR,WALLONIE
5621,Hanzinelle,Oui,FLORENNES,NAMUR,WALLONIE
5621,Hanzinne,Oui,FLORENNES,NAMUR,WALLONIE
5621,Morialmé,Oui,FLORENNES,NAMUR,WALLONIE
5621,Thy-Le-Baudouin,Oui,FLORENNES,NAMUR,WALLONIE
5630,Cerfontaine,Non,CERFONTAINE,NAMUR,WALLONIE
5630,Daussois,Oui,CERFONTAINE,NAMUR,WALLONIE
5630,Senzeilles,Oui,CERFONTAINE,NAMUR,WALLONIE
5630,Silenrieux,Oui,CERFONTAINE,NAMUR,WALLONIE
5630,Soumoy,Oui,CERFONTAINE,NAMUR,WALLONIE
5630,Villers-Deux-Eglises,Oui,CERFONTAINE,NAMUR,WALLONIE
5640,Biesme,Oui,METTET,NAMUR,WALLONIE
5640,Biesmerée,Oui,METTET,NAMUR,WALLONIE
5640,Graux,Oui,METTET,NAMUR,WALLONIE
5640,Mettet,Non,METTET,NAMUR,WALLONIE
5640,Oret,Oui,METTET,NAMUR,WALLONIE
5640,Saint-Gérard,Oui,METTET,NAMUR,WALLONIE
5641,Furnaux,Oui,METTET,NAMUR,WALLONIE
5644,Ermeton-Sur-Biert,Oui,METTET,NAMUR,WALLONIE
5646,Stave,Oui,METTET,NAMUR,WALLONIE
5650,Castillon,Oui,WALCOURT,NAMUR,WALLONIE
5650,Chastrès,Oui,WALCOURT,NAMUR,WALLONIE
5650,Clermont,Oui,WALCOURT,NAMUR,WALLONIE
5650,Fontenelle,Oui,WALCOURT,NAMUR,WALLONIE
5650,Fraire,Oui,WALCOURT,NAMUR,WALLONIE
5650,Pry,Oui,WALCOURT,NAMUR,WALLONIE
5650,Vogenée,Oui,WALCOURT,NAMUR,WALLONIE
5650,Walcourt,Non,WALCOURT,NAMUR,WALLONIE
5650,Yves-Gomezée,Oui,WALCOURT,NAMUR,WALLONIE
5651,Berzée,Oui,WALCOURT,NAMUR,WALLONIE
5651,Gourdinne,Oui,WALCOURT,NAMUR,WALLONIE
5651,Laneffe,Oui,WALCOURT,NAMUR,WALLONIE
5651,Rognée,Oui,WALCOURT,NAMUR,WALLONIE
5651,Somzée,Oui,WALCOURT,NAMUR,WALLONIE
5651,Tarcienne,Oui,WALCOURT,NAMUR,WALLONIE
5651,Thy-Le-Château,Oui,WALCOURT,NAMUR,WALLONIE
5660,Aublain,Oui,COUVIN,NAMUR,WALLONIE
5660,Boussu-En-Fagne,Oui,COUVIN,NAMUR,WALLONIE
5660,Brûly,Oui,COUVIN,NAMUR,WALLONIE
5660,Brûly-De-Pesche,Oui,COUVIN,NAMUR,WALLONIE
5660,Couvin,Non,COUVIN,NAMUR,WALLONIE
5660,Cul-Des-Sarts,Oui,COUVIN,NAMUR,WALLONIE
5660,Dailly,Oui,COUVIN,NAMUR,WALLONIE
5660,Frasnes,Oui,COUVIN,NAMUR,WALLONIE
5660,Gonrieux,Oui,COUVIN,NAMUR,WALLONIE
5660,Mariembourg,Oui,COUVIN,NAMUR,WALLONIE
5660,Pesche,Oui,COUVIN,NAMUR,WALLONIE
5660,Pétigny,Oui,COUVIN,NAMUR,WALLONIE
5660,Petite-Chapelle,Oui,COUVIN,NAMUR,WALLONIE
5660,Presgaux,Oui,COUVIN,NAMUR,WALLONIE
5670,Dourbes,Oui,VIROINVAL,NAMUR,WALLONIE
5670,Le Mesnil,Oui,VIROINVAL,NAMUR,WALLONIE
5670,Mazée,Oui,VIROINVAL,NAMUR,WALLONIE
5670,Nismes,Oui,VIROINVAL,NAMUR,WALLONIE
5670,Oignies-En-Thiérache,Oui,VIROINVAL,NAMUR,WALLONIE
5670,Olloy-Sur-Viroin,Oui,VIROINVAL,NAMUR,WALLONIE
